,title,final_size,ABV,IBU,OG,FG,color,views,brewed,rating,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,efficiency,mash_thick,reviews,calories,carbs,mash_ph,has_prim_data,has_mash_ph,has_mash_thick,has_pitch_rate,method_AllGrain,method_BIAB,method_Extract,method_PartialMash,d_G_abs,d_G_pct,d_size_abs,d_size_pct,style_under_threshold,style_AmericanAmberAle,style_AmericanBrownAle,style_AmericanIPA,style_AmericanLightLager,style_AmericanPaleAle,style_AmericanStout,style_BlondeAle,style_CreamAle,style_ImperialIPA,style_IrishRedAle,style_Kölsch,style_OatmealStout,style_RobustPorter,style_RussianImperialStout,style_Saison,style_SpecialtyIPA:NewEnglandIPA,style_SweetStout,style_Weissbier,style_Weizen/Weissbier,style_Witbier,beer_style
2268,Edinburgh Redhead Scottish Ale,11.356235351999999,2.89,11.54,1.033,1.011,14.75,1113,3,0.0,17.034353027999998,60,1.022,,,70,,0,109,13,,0,0,0,0,0,1,0,0,0.02200000000000002,0.021297192642788017,5.678117675999999,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ScottishLight60/-
2269,Imperial Pumpkin Pie Ale,18.92705892,10.08,65.96,1.101,1.024,9.17,620,3,0.0,26.024706015,75,1.073,,15.555555555555555,72,1.1,0,337,34,,0,0,1,0,1,0,0,0,0.07699999999999996,0.069936421435059,7.097647094999999,0.2727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spice,Herb,orVegetableBeer"
2271,Oatmeal Stout Captain Bastard Clone,20.819764812,5.7,28.87,1.058,1.015,18.52,649,3,0.0,30.283294272,60,1.04,0.75,17.77777777777778,74,1.25,0,192,20,,0,0,1,1,1,0,0,0,0.04300000000000015,0.04064272211720241,9.46352946,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
2272,Greg Hughes' Amarillo Pale Ale (Ahtanum),10.0,5.26,46.17,1.051,1.011,5.65,1395,3,0.0,14.0,70,1.036,0.35,20.0,70,3.0,0,167,16,,0,0,1,1,1,0,0,0,0.040000000000000036,0.03805899143672696,4.0,0.2857142857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2273,American ESB,20.819764812,5.26,14.09,1.054,1.014,11.28,3156,3,0.0,28.39058838,60,1.0390000000000001,,15.555555555555555,70,1.5,0,178,19,,0,0,1,0,1,0,0,0,0.040000000000000036,0.037950664136622424,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ExtraSpecial/StrongBitter(ESB)
2274,Wobble,20.819764812,6.3,83.77,1.063,1.015,15.21,655,3,0.0,11.356235351999999,60,1.115,,21.11111111111111,35,,0,208,21,,0,0,0,0,0,0,1,0,0.04800000000000004,0.045155221072436545,-9.46352946,-0.8333333333333335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2275,Sasquatch Collaborator - Winter Version,18.92705892,5.83,57.04,1.0590000000000002,1.015,12.93,467,3,0.0,26.497882488,90,1.042,0.75,21.11111111111111,75,1.25,0,195,20,,0,0,1,1,1,0,0,0,0.04400000000000026,0.041548630783758506,7.570823567999998,0.28571428571428564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2276,Bakke Smash Citra,44.0,6.04,69.72,1.057,1.011,4.4,799,3,0.0,55.0,60,1.046,,,70,2.7,0,186,17,,0,0,1,0,1,0,0,0,0.04600000000000004,0.043519394512772036,11.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2277,Race to the Summit,23.0,4.92,27.04,1.048,1.011,9.58,577,3,0.0,25.8,60,1.043,,,70,3.0,0,158,16,,0,0,1,0,1,0,0,0,0.037000000000000144,0.03530534351145052,2.8000000000000007,0.10852713178294576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ExtraSpecial/StrongBitter(ESB)
2278,Wet Cascades,20.819764812,5.26,48.31,1.057,1.0170000000000001,6.31,761,3,0.0,22.712470703999998,60,1.052,0.5,18.333333333333332,69,1.5,0,189,21,,1,0,1,1,1,0,0,0,0.039999999999999813,0.037842951750236345,1.8927058919999986,0.08333333333333329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2279,Uglypunk,23.0,7.54,25.82,1.079,1.021,10.36,1048,3,0.0,11.0,60,1.1640000000000001,,26.0,70,,0,263,28,,0,0,0,0,0,0,1,0,0.05800000000000005,0.05375347544022248,-12.0,-1.0909090909090908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weizenbock
2280,Chocholate Peanut Butter Porter,20.819764812,5.9,29.37,1.058,1.013,28.53,1932,3,0.0,28.39058838,60,1.042,,,70,1.5,0,191,19,,0,0,1,0,1,0,0,0,0.04500000000000015,0.04253308128544438,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2281,Burnt Toast,24.605176596,5.04,29.83,1.057,1.018,43.14,631,3,0.0,30.283294272,90,1.046,0.35,20.0,75,1.5,0,190,22,,1,0,1,1,1,0,0,0,0.038999999999999924,0.036896877956480535,5.678117675999999,0.18749999999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OtherSmokedBeer
2282,American Amber Ale #3,18.92705892,6.81,44.48,1.068,1.016,18.27,557,3,0.0,11.356235351999999,60,1.113,0.35,,35,,0,225,23,,1,0,0,1,0,0,1,0,0.052000000000000046,0.04868913857677907,-7.570823568000002,-0.6666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
2283,Lola Weiss - AG,22.712470703999998,5.29,19.19,1.051,1.012,3.92,755,3,0.0,26.497882488,60,1.035,1.0,17.77777777777778,65,1.25,0,168,17,,0,0,1,1,1,0,0,0,0.038999999999999924,0.037107516650808685,3.785411784000001,0.1428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanWheatBeer
2284,Citra Session IPA,11.356235351999999,5.19,102.36,1.052,1.012,8.17,570,3,0.0,16.088000082,60,1.037,0.35,18.333333333333332,60,,0,172,17,,0,0,0,1,0,1,0,0,0.040000000000000036,0.03802281368821296,4.731764730000002,0.29411764705882365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2285,Blueberry Porter,20.819764812,6.46,31.27,1.065,1.015,50.0,2349,3,0.0,30.283294272,90,1.044,,,70,1.5,0,215,21,,0,0,1,0,1,0,0,0,0.050000000000000044,0.04694835680751178,9.46352946,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2286,Snot Nosed Punk,20.819764812,8.82,37.36,1.09,1.022,22.54,546,3,0.0,28.39058838,60,1.0659999999999998,1.0,17.77777777777778,75,1.5,0,301,30,,0,0,1,1,1,0,0,0,0.06800000000000006,0.06238532110091748,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RussianImperialStout
2287,Raspberry Cream Ale,20.819764812,5.84,23.09,1.06,1.016,5.64,2130,3,0.0,28.39058838,60,1.044,,,70,1.5,0,199,21,,0,0,1,0,1,0,0,0,0.04400000000000004,0.04150943396226418,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
2288,Sweet Baby Jesus Clone,20.819764812,7.77,35.66,1.08,1.02,47.34,8545,3,4.33,28.39058838,60,1.058,1.0,,70,1.5,3,266,27,,0,0,1,1,1,0,0,0,0.06000000000000005,0.0555555555555556,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2289,Theakston Old Peculier,24.0,5.14,21.98,1.052,1.012,14.09,2867,3,0.0,26.0,75,1.048,0.35,18.0,80,4.0,0,172,17,,0,0,1,1,1,0,0,0,0.040000000000000036,0.03802281368821296,2.0,0.07692307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NorthernEnglishBrown
2290,HWT Honey Brown,41.639529624,5.56,20.46,1.053,1.01,17.7,500,3,0.0,49.210353192,60,1.044,0.35,,75,1.5,0,174,16,,0,0,1,1,1,0,0,0,0.04299999999999993,0.0408357075023741,7.570823568000002,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NorthernEnglishBrown
2291,Viking summer wheat,18.0,5.13,14.5,1.051,1.012,4.16,618,3,0.0,22.0,60,1.042,,20.0,75,5.25,0,168,17,,0,0,1,0,1,0,0,0,0.038999999999999924,0.037107516650808685,4.0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
2292,"Hansa, moonshine",30.0,6.97,0.0,1.062,1.0090000000000001,4.5,702,3,0.0,38.0,1,1.0490000000000002,,24.0,60,2.5,0,202,16,,0,0,1,0,1,0,0,0,0.052999999999999936,0.0499058380414312,8.0,0.21052631578947367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CloneBeer
2293,Double Sunshine Clone,18.92705892,8.04,146.24,1.0759999999999998,1.015,8.38,3552,3,5.0,24.605176596,60,1.058,1.0,20.0,66,1.3,1,250,23,,0,0,1,1,1,0,0,0,0.06099999999999994,0.05669144981412635,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DoubleIPA
2294,Instante v2,35.0,7.81,35.95,1.084,1.024,7.18,1397,3,0.0,45.0,90,1.065,,22.0,58,1.5,0,281,31,,0,0,1,0,1,0,0,0,0.06000000000000005,0.055350553505535104,10.0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianGoldenStrongAle
2295,Brewlab American Wheat All Grain,20.819764812,5.16,18.61,1.048,1.0090000000000001,5.59,707,3,0.0,28.39058838,60,1.036,,,70,1.5,0,157,14,,0,0,1,0,1,0,0,0,0.038999999999999924,0.03721374045801519,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanWheatorRyeBeer
2296,Devaneio em marte v.02,40.0,5.89,20.67,1.052,1.0070000000000001,7.0,1054,3,0.0,55.0,80,1.038,,18.0,58,1.5,0,169,13,,0,0,1,0,1,0,0,0,0.04499999999999993,0.04277566539923947,15.0,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
2297,Hadouken Classic,10.0,5.79,39.24,1.057,1.012,7.76,560,3,0.0,10.0,60,1.057,,20.0,63,,0,187,18,,0,0,0,0,1,0,0,0,0.04499999999999993,0.04257332071901602,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2298,fat tire ale,20.819764812,6.41,27.52,1.0659999999999998,1.0170000000000001,12.81,786,3,0.0,28.39058838,60,1.048,0.75,20.0,65,,0,219,23,,0,0,0,1,0,1,0,0,0.04899999999999971,0.045966228893057896,7.570823568000002,0.2666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
2299,Synchronicity Extraordinaire Wheaten Saison,20.819764812,5.28,58.63,1.05,1.01,3.29,638,3,0.0,28.39058838,60,1.037,,,80,1.5,0,164,15,,0,0,1,0,1,0,0,0,0.040000000000000036,0.038095238095238126,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2300,Easy American IPA,20.819764812,6.07,59.49,1.056,1.0090000000000001,9.28,1038,3,5.0,28.39058838,60,1.041,2.0,17.77777777777778,75,1.5,2,183,15,,0,0,1,1,1,0,0,0,0.04699999999999993,0.04450757575757569,7.570823568000002,0.2666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2301,"""Jal up in your Ass"" Smoked Jalapeño Porter",18.92705892,7.27,40.79,1.079,1.024,31.41,1556,3,5.0,28.39058838,75,1.053,,,70,,1,265,30,,0,0,0,0,0,1,0,0,0.05499999999999994,0.05097312326227983,9.46352946,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OtherSmokedBeer
2302,Saison Bernice,20.819764812,7.73,22.46,1.084,1.025,4.79,2594,3,0.0,28.39058838,90,1.062,0.35,21.11111111111111,85,,0,281,32,,0,0,0,1,1,0,0,0,0.05900000000000016,0.05442804428044295,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2303,KattleHead SMaSH Saison,23.0,5.4,17.02,1.058,1.0170000000000001,4.4,1053,3,0.0,24.5,60,1.031,0.5,,35,,0,193,22,,0,0,0,1,0,1,0,0,0.040999999999999925,0.03875236294896023,1.5,0.061224489795918366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2304,123,21.0,3.59,10.63,1.034,1.0070000000000001,9.95,535,3,0.0,11.0,60,1.065,,21.0,35,,0,110,10,,0,0,0,0,0,0,0,1,0.026999999999999913,0.02611218568665369,-10.0,-0.9090909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaliforniaCommonBeer
2305,Best Best Bitter Tier 8,24.605176596,4.74,27.23,1.05,1.013,10.17,806,3,0.0,32.176000164,75,1.038,0.35,20.0,83,1.5,0,165,17,,0,0,1,1,1,0,0,0,0.037000000000000144,0.035238095238095374,7.570823568000002,0.23529411764705888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special/Best/PremiumBitter
2306,Apa 16/07/2016,40.0,6.53,39.6,1.06,1.01,7.75,965,3,2.0,48.0,60,1.05,,17.0,80,3.0,1,196,17,,0,0,1,0,1,0,0,0,0.050000000000000044,0.047169811320754755,8.0,0.16666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2308,IPA,18.92705892,6.99,76.13,1.074,1.021,8.34,753,3,0.0,18.92705892,60,1.074,0.75,21.11111111111111,35,,0,247,27,,0,0,0,1,0,0,1,0,0.05300000000000016,0.049348230912476865,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2309,Kona Big Wave Clone,19.0,4.4,20.37,1.041,1.008,5.96,2711,3,0.0,24.0,60,1.033,,,35,,0,133,12,,0,0,0,0,0,0,1,0,0.03299999999999992,0.031700288184437965,5.0,0.20833333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2310,Le Loirita!,30.0,7.32,15.66,1.067,1.013,8.45,612,3,0.0,40.0,60,1.046,0.75,26.0,75,2.8,0,221,20,,0,0,1,1,1,0,0,0,0.05400000000000005,0.05060918462980323,10.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianBlondAle
2311,Red Hen,64.352000328,4.4,39.87,1.048,1.015,18.56,603,3,0.0,79.49364746399999,60,1.0390000000000001,0.75,21.11111111111111,70,1.5,0,159,19,,0,0,1,1,1,0,0,0,0.03300000000000014,0.031488549618320746,15.141647135999989,0.19047619047619035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaliforniaCommonBeer
2312,All Day Greene,20.819764812,4.76,33.75,1.047,1.011,7.1,448,3,0.0,24.605176596,60,1.04,0.75,,75,1.25,0,155,15,,0,0,1,1,1,0,0,0,0.03600000000000003,0.03438395415472783,3.785411784000001,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaliforniaCommonBeer
2313,aTypical Mild,20.819764812,3.65,18.89,1.04,1.012,20.36,1223,3,0.0,26.497882488,60,1.031,,20.0,70,,0,133,15,,0,0,0,0,1,0,0,0,0.028000000000000025,0.026923076923076945,5.678117675999999,0.21428571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mild
2314,Grapefruit IPA,22.712470703999998,7.96,106.38,1.075,1.015,7.33,859,3,0.0,28.39058838,60,1.06,,,72,1.25,0,247,23,,0,0,1,0,1,0,0,0,0.06000000000000005,0.05581395348837215,5.678117676000003,0.2000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2315,4Gs Brown IPA,22.712470703999998,5.22,59.02,1.052,1.012,21.18,129,3,0.0,30.283294272,60,1.0390000000000001,,20.0,68,1.25,0,172,17,,0,0,1,0,1,0,0,0,0.040000000000000036,0.03802281368821296,7.570823568000002,0.25000000000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyIPA:BrownIPA
2316,Onsøy Porter,25.0,5.14,26.56,1.0490000000000002,1.01,20.35,724,3,0.0,37.0,60,1.033,0.5,,70,1.5,0,161,15,,0,0,1,1,1,0,0,0,0.039000000000000146,0.037178265014299466,12.0,0.32432432432432434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrownPorter
2317,Santeria,13.0,6.13,66.65,1.06,1.014,8.01,614,3,0.0,28.5,60,1.028,,20.0,70,,0,198,20,,0,0,0,0,0,1,0,0,0.04600000000000004,0.04339622641509438,15.5,0.543859649122807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2318,Reindeer Rebellion Christmas Amber Ale,25.0,6.55,44.37,1.063,1.013,16.58,811,3,0.0,28.5,90,1.056,,23.0,80,,0,207,19,,0,0,0,0,1,0,0,0,0.050000000000000044,0.047036688617121396,3.5,0.12280701754385964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
2319,Wee Man,20.819764812,9.91,30.14,1.101,1.025,19.94,677,3,0.0,28.39058838,90,1.074,,23.333333333333332,72,1.5,0,338,34,,0,0,1,0,1,0,0,0,0.07600000000000007,0.06902815622161677,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StrongScotchAle
2320,Cherry Wheat Ale,18.92705892,5.07,25.42,1.052,1.014,3.59,4566,3,0.0,26.497882488,60,1.037,0.35,21.11111111111111,70,1.5,0,173,19,,0,0,1,1,1,0,0,0,0.038000000000000034,0.03612167300380231,7.570823567999998,0.28571428571428564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanWheatorRyeBeer
2321,American farmhouse saison,22.712470703999998,5.83,25.68,1.054,1.01,12.81,1776,3,5.0,30.283294272,60,1.04,,23.88888888888889,80,,1,176,16,,0,0,0,0,0,1,0,0,0.04400000000000004,0.04174573055028467,7.570823568000002,0.25000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2322,Berkshire Octoberfest,18.92705892,7.03,23.91,1.064,1.011,9.21,827,3,0.0,24.605176596,90,1.0490000000000002,1.5,10.0,75,1.5,0,210,18,,0,0,1,1,1,0,0,0,0.05300000000000016,0.04981203007518811,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oktoberfest/Märzen
2323,Aww Just Nugget APA,20.819764812,5.34,68.87,1.054,1.014,6.56,632,3,0.0,28.39058838,60,1.04,,18.88888888888889,60,1.33,0,178,19,,1,0,1,0,1,0,0,0,0.040000000000000036,0.037950664136622424,7.570823568000002,0.2666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2324,Raspberry Lemonade,19.873411865999998,6.82,0.0,1.061,1.0090000000000001,2.03,932,3,0.0,3.785411784,20,1.3230000000000002,,21.11111111111111,35,,0,199,16,,0,0,0,0,0,0,1,0,0.051999999999999824,0.04901036757775667,-16.088000081999997,-4.249999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FruitBeer
2325,sumar,20.819764812,5.57,37.13,1.0590000000000002,1.016,11.83,507,3,0.0,28.39058838,60,1.043,,,65,1.5,0,196,21,,0,0,1,0,1,0,0,0,0.04300000000000015,0.04060434372049116,7.570823568000002,0.2666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2326,Session IPA - clone lagunita Day Time,37.85411784,3.95,46.38,1.041,1.011,6.32,3441,3,0.0,49.210353192,60,1.031,,,50,1.25,0,135,14,,0,0,1,0,1,0,0,0,0.030000000000000027,0.02881844380403461,11.356235351999999,0.23076923076923075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2327,Summer Gold,23.0,4.37,23.19,1.044,1.01,5.3,445,3,0.0,32.0,60,1.031,1.0,20.0,75,3.0,0,145,14,,0,0,1,1,1,0,0,0,0.03400000000000003,0.032567049808429144,9.0,0.28125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special/Best/PremiumBitter
2328,Divertimento,19.873411865999998,4.93,25.83,1.05,1.013,11.59,1024,3,0.0,26.497882488,60,1.038,1.5,,72,1.0,0,165,17,,0,0,1,1,1,0,0,0,0.037000000000000144,0.035238095238095374,6.6244706220000005,0.25000000000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ViennaLager
2329,lemon ginger radler,20.819764812,4.55,28.3,1.046,1.012,3.17,1258,3,0.0,11.356235351999999,60,1.085,,,35,,0,151,16,,0,0,0,0,0,0,1,0,0.03400000000000003,0.032504780114722784,-9.46352946,-0.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanWheatorRyeBeer
2330,Dry Ryerish Stout,20.819764812,4.05,42.81,1.04,1.0090000000000001,36.23,391,3,0.0,28.39058838,60,1.0290000000000001,0.75,17.22222222222222,75,1.25,0,131,13,5.5,0,1,1,1,1,0,0,0,0.030999999999999917,0.029807692307692226,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DryStout
2331,Simcoe APA,43.532235516,5.88,67.76,1.0590000000000002,1.014,6.63,700,3,0.0,51.103059084,70,1.05,1.25,18.333333333333332,80,1.33,0,195,20,,0,0,1,1,1,0,0,0,0.04500000000000015,0.042492917847025635,7.570823568000002,0.14814814814814817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2333,All grain hefeweizen,18.92705892,5.11,9.26,1.052,1.013,3.73,1488,3,3.0,26.497882488,90,1.037,,,73,0.8,1,172,18,,0,0,1,0,1,0,0,0,0.039000000000000146,0.03707224334600774,7.570823567999998,0.28571428571428564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
2334,The Barn,41.639529624,5.72,15.9,1.057,1.014,14.23,365,3,0.0,52.2386826192,90,1.046,0.75,20.0,75,1.5,0,188,19,,1,0,1,1,1,0,0,0,0.04299999999999993,0.04068117313150419,10.5991529952,0.2028985507246377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
2335,Ballast Point - Sculpin Clone,20.0,7.09,95.49,1.07,1.016,7.01,1556,3,0.0,28.4,60,1.0490000000000002,1.0,19.0,65,3.0,0,232,23,,0,0,1,1,1,0,0,0,0.05400000000000005,0.05046728971962621,8.399999999999999,0.2957746478873239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2336,Octoberfest - Bob,18.92705892,5.8,41.62,1.0590000000000002,1.015,3.65,675,3,0.0,26.497882488,60,1.042,2.0,10.0,70,1.25,0,195,20,,0,0,1,1,1,0,0,0,0.04400000000000026,0.041548630783758506,7.570823567999998,0.28571428571428564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oktoberfest/Märzen
2337,Belgian Cherry Wheat,18.92705892,5.72,32.06,1.062,1.0190000000000001,14.7,1725,3,4.0,26.497882488,60,1.045,,26.666666666666668,75,1.25,1,207,24,,0,0,1,0,1,0,0,0,0.04299999999999993,0.04048964218455737,7.570823567999998,0.28571428571428564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Witbier
2338,Colorado Brown,18.92705892,5.9,40.11,1.0590000000000002,1.014,27.49,388,3,0.0,24.113073064079998,60,1.046,0.35,18.88888888888889,75,1.33,0,195,20,,0,0,1,1,1,0,0,0,0.04500000000000015,0.042492917847025635,5.186014144079998,0.21507064364207215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
2339,Stjerne anis stout,19.0,9.34,58.71,1.107,1.036,50.0,981,3,0.0,26.5,60,1.077,,20.0,72,3.0,0,363,44,,0,0,1,0,1,0,0,0,0.07099999999999995,0.06413730803974702,7.5,0.2830188679245283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
2340,Summer Smash Saison,20.819764812,6.54,38.02,1.065,1.015,11.5,432,3,0.0,22.712470703999998,60,1.0590000000000002,,,70,,0,215,21,,0,0,0,0,0,0,0,1,0.050000000000000044,0.04694835680751178,1.8927058919999986,0.08333333333333329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2341,Ballast Point Sculpin,20.819764812,6.95,107.71,1.069,1.016,7.03,1185,3,0.0,11.356235351999999,60,1.126,,,70,,0,228,23,,0,0,0,0,0,0,0,1,0.052999999999999936,0.049579045837231,-9.46352946,-0.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CaliforniaCommonBeer
2342,Lemon Kolsch,37.85411784,5.42,29.55,1.053,1.012,3.37,2111,3,0.0,47.3176473,60,1.043,0.75,,74,1.5,0,175,17,,0,0,1,1,1,0,0,0,0.040999999999999925,0.03893637226970553,9.463529459999997,0.19999999999999993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kölsch
2343,Horny Goat- Imperial Stout,23.5,8.01,44.53,1.08,1.0190000000000001,45.19,1215,3,0.0,28.4,60,1.0659999999999998,1.0,18.0,70,2.94,0,265,26,,1,0,1,1,1,0,0,0,0.06099999999999994,0.056481481481481424,4.899999999999999,0.1725352112676056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RussianImperialStout
2344,Pomegranate IPA,18.92705892,6.3,79.9,1.065,1.0170000000000001,14.63,3856,3,0.0,26.497882488,75,1.047,,21.11111111111111,75,1.5,0,216,23,,0,0,1,0,1,0,0,0,0.04799999999999982,0.045070422535211103,7.570823567999998,0.28571428571428564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
